Loading Pygame.
Pygame Loaded.  Initializing.
Pygame Initialized.
Loading Items
Loading Enemies
Loading Enemies
         7511743 function calls (7421231 primitive calls) in 74.045 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
    59861    0.163    0.000    0.163    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
       45    0.001    0.000    0.001    0.000 {method 'readline' of 'file' objects}
       25    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
     4478    0.109    0.000    0.109    0.000 {method 'render' of 'pygame.font.Font' objects}
      106    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      108    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'set_colorkey' of 'pygame.Surface' objects}
       72    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      637    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      126    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     2243    0.006    0.000    0.006    0.000 {method 'strip' of 'str' objects}
    44931    0.572    0.000    0.572    0.000 {method 'subsurface' of 'pygame.Surface' objects}
    27530    0.078    0.000    0.078    0.000 {method 'upper' of 'str' objects}
   143673    0.637    0.000    0.637    0.000 {method 'write' of 'file' objects}
    27623    0.099    0.000    0.099    0.000 {min}
       36    0.001    0.000    0.001    0.000 {nt._getfullpathname}
       26    0.001    0.000    0.001    0.000 {nt.access}
        3    0.000    0.000    0.000    0.000 {nt.getcwd}
       30    0.016    0.001    0.016    0.001 {nt.listdir}
        2    0.000    0.000    0.000    0.000 {nt.putenv}
       68    0.007    0.000    0.007    0.000 {nt.stat}
        1    0.020    0.020    0.020    0.020 {nt.urandom}
       48    0.036    0.001    0.036    0.001 {open}
       84    0.000    0.000    0.000    0.000 {ord}
        1    0.263    0.263    0.263    0.263 {pygame.base.init}
        1    0.144    0.144    0.144    0.144 {pygame.display.quit}
        1    0.047    0.047    0.233    0.233 {pygame.display.set_mode}
      695    1.014    0.001    1.014    0.001 {pygame.display.update}
     7174    0.280    0.000    0.280    0.000 {pygame.draw.rect}
    21253    0.271    0.000    0.271    0.000 {pygame.event.get}
        1    0.000    0.000    0.000    0.000 {pygame.font.get_init}
       42    0.252    0.006    0.252    0.006 {pygame.imageext.load_extended}
    42549    0.110    0.000    0.110    0.000 {pygame.time.get_ticks}
     7552    0.191    0.000    0.191    0.000 {pygame.transform.rotate}
    89700    0.305    0.000    0.305    0.000 {range}
    74463    0.248    0.000    0.248    0.000 {repr}
        8    0.000    0.000    0.000    0.000 {sum}
        4    0.000    0.000    0.000    0.000 {sys.exc_info}
        2    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
       14    0.000    0.000    0.000    0.000 {time.time}
        9    0.000    0.000    0.000    0.000 {zip}


